symbol,position
SPCX,-0.5173076923076924
AMD,-0.2817307692307692
DOGE,-0.20096153846153844
XRP,0.04134615384615385
COIN,0.1557692307692308
TSLA,0.35096153846153844
MSTR,0.45192307692307687
