symbol,position
SPCX,-0.3712871287128713
AVAX,-0.2821782178217822
CRCL,-0.2079207920792079
AAPL,-0.099009900990099
LINK,-0.0396039603960396
HOOD,0.02475247524752476
ETH,0.04950495049504951
SOL,0.18316831683168316
NVDA,0.32673267326732675
BTC,0.41584158415841577
